,city,state,stores
3515,mc-daniels,ky,1
3516,mc-dowell,ky,1
3517,mc-kee,ky,1
3518,mckee,ky,2
3519,means,ky,1
3520,middlesboro,ky,2
3521,milton,ky,1
3522,monticello,ky,5
3523,morehead,ky,8
3524,morganfield,ky,1
3525,morgantown,ky,1
3526,mortons-gap,ky,1
3527,mount-olivet,ky,1
3528,mount-sterling,ky,4
3529,mount-vernon,ky,3
3530,mount-washington,ky,3
3531,mouthcard,ky,1
3532,muldraugh,ky,1
3533,munfordville,ky,2
3534,murray,ky,6
3535,nancy,ky,2
3536,neon,ky,1
3537,new-castle,ky,1
3538,new-haven,ky,1
3539,newport,ky,1
3540,nicholasville,ky,4
3541,north-middletown,ky,1
3542,nortonville,ky,1
3543,oak-grove,ky,1
3544,olive-hill,ky,4
3545,oneida,ky,1
3546,owensboro,ky,12
3547,owenton,ky,4
3548,owingsville,ky,1
3549,paducah,ky,12
3550,paint-lick,ky,1
3551,paintsville,ky,2
3552,paris,ky,1
3553,park-city,ky,2
3554,parkers-lake,ky,1
3555,pembroke,ky,1
3556,pendleton,ky,1
3557,perryville,ky,1
3558,phelps,ky,1
3559,philpot,ky,1
3560,pikeville,ky,5
3561,pine-knot,ky,2
3562,pineville,ky,2
3563,pleasureville,ky,1
3564,prestonsburg,ky,3
3565,princeton,ky,3
3566,providence,ky,2
3567,radcliff,ky,2
3568,ravenna,ky,1
3569,richmond,ky,7
3570,rineyville,ky,1
3571,robards,ky,1
3572,robinson-creek,ky,1
3573,rockfield,ky,1
3574,rockholds,ky,1
3575,rockport,ky,1
3576,royalton,ky,1
3577,rush,ky,1
3578,russell-springs,ky,6
3579,russellville,ky,3
3580,sacramento,ky,1
3581,saint-charles,ky,1
3582,salem,ky,1
3583,salt-lick,ky,1
3584,salvisa,ky,1
3585,salyersville,ky,4
3586,sandy-hook,ky,2
3587,science-hill,ky,1
3588,scottsville,ky,5
3589,sebree,ky,2
3590,sedalia,ky,1
3591,sharpsburg,ky,1
3592,shelbyville,ky,2
3593,shepherdsville,ky,8
3594,shively,ky,1
3595,silver-grove,ky,1
3596,simpsonville,ky,1
3597,slaughters,ky,1
3598,smithfield,ky,1
3599,smithland,ky,1
3600,smiths-grove,ky,2
3601,somerset,ky,10
3602,sonora,ky,1
3603,south-carrollton,ky,1
3604,south-shore,ky,1
3605,spottsville,ky,1
3606,springfield,ky,2
3607,staffordsville,ky,1
3608,stamping-ground,ky,1
3609,stanford,ky,4
3610,stanton,ky,1
3611,stanville,ky,1
3612,stearns,ky,1
3613,strunk,ky,1
3614,sturgis,ky,1
3615,summer-shade,ky,1
3616,sweeden,ky,1
3617,symsonia,ky,1
3618,taylorsville,ky,5
3619,tollesboro,ky,1
3620,tompkinsville,ky,1
3621,topmost,ky,2
3622,tyner,ky,1
3623,uniontown,ky,1
3624,upton,ky,2
3625,utica,ky,2
3626,valley-station,ky,1
3627,vanceburg,ky,1
3628,verona,ky,1
3629,versailles,ky,1
3630,vine-grove,ky,3
3631,virgie,ky,1
3632,waddy,ky,1
3633,walton,ky,1
3634,warfield,ky,1
3635,warsaw,ky,1
3636,water-valley,ky,1
3637,waynesburg,ky,1
3638,wellington,ky,2
3639,west-liberty,ky,4
3640,white-plains,ky,1
3641,whitesburg,ky,2
3642,whitesville,ky,1
3643,whitley-city,ky,1
3644,wickliffe,ky,2
3645,williamsburg,ky,6
3646,williamstown,ky,2
3647,willisburg,ky,1
3648,wilmore,ky,1
3649,winchester,ky,5
3650,wingo,ky,1
3651,wittensville,ky,1
3652,woodburn,ky,1
3653,wooton,ky,1
3654,worthville,ky,1
3655,wurtland,ky,1
3656,yosemite,ky,1
3657,abbeville,la,7
3658,abita-springs,la,1
3659,addis,la,1
3660,albany,la,1
3661,alexandria,la,8
3662,amelia,la,1
3663,amite,la,2
3664,anacoco,la,2
3665,angie,la,1
3666,arabi,la,1
3667,arcadia,la,1
3668,arnaudville,la,1
3669,athens,la,1
3670,avondale,la,1
3671,baker,la,3
3672,baldwin,la,1
3673,ball,la,1
3674,basile,la,1
3675,bastrop,la,3
3676,batchelor,la,1
3677,baton-rouge,la,26
3678,bayou-l-ourse,la,1
3679,belle-chasse,la,3
3680,benton,la,1
3681,bernice,la,1
3682,berwick,la,1
3683,blanchard,la,2
3684,bogalusa,la,4
3685,bossier-city,la,7
3686,bourg,la,2
3687,boyce,la,2
3688,braithwaite,la,1
3689,breaux-bridge,la,5
3690,bridge-city,la,1
3691,broussard,la,2
3692,bunkie,la,2
3693,buras,la,2
3694,bush,la,1
3695,calhoun,la,3
3696,campti,la,1
3697,carencro,la,4
3698,carlyss,la,1
3699,center-point,la,1
3700,centerville,la,1
3701,central,la,1
3702,chalmette,la,1
3703,chauvin,la,1
3704,choudrant,la,1
3705,church-point,la,2
3706,clarence,la,1
3707,clayton,la,1
3708,clinton,la,1
3709,colfax,la,2
3710,collinston,la,1
3711,columbia,la,2
3712,converse,la,1
3713,cottonport,la,1
3714,coushatta,la,3
3715,covington,la,5
3716,crowley,la,3
3717,cut-off,la,1
3718,delcambre,la,1
3719,delhi,la,1
3720,denham-springs,la,14
3721,dequincy,la,2
3722,deridder,la,7
3723,destrehan,la,1
3724,deville,la,1
3725,dodson,la,1
3726,donaldsonville,la,2
3727,doyline,la,1
3728,dry-prong,la,2
3729,dubach,la,1
3730,duson,la,2
3731,edgard,la,1
3732,elizabeth,la,1
3733,elm-grove,la,1
3734,elton,la,1
3735,epps,la,1
3736,erath,la,1
3737,erwinville,la,1
3738,estherwood,la,1
3739,eunice,la,3
3740,farmersville,la,1
3741,farmerville,la,1
3742,fenton,la,1
3743,ferriday,la,2
3744,florien,la,1
3745,folsom,la,3
3746,fordoche,la,1
3747,forest-hill,la,1
3748,franklin,la,1
3749,franklinton,la,9
3750,french-settlement,la,1
3751,frierson,la,1
3752,galliano,la,1
3753,galvez,la,1
3754,gardner,la,1
3755,garyville,la,1
3756,georgetown,la,1
3757,gibson,la,1
3758,gilbert,la,1
3759,glenmora,la,1
3760,gloster,la,1
3761,golden-meadow,la,0
3762,gonzales,la,7
3763,grambling,la,1
3764,gramercy,la,1
3765,grand-cane,la,1
3766,gray,la,2
3767,grayson,la,1
3768,greensburg,la,1
3769,greenwell-springs,la,1
3770,greenwood,la,1
3771,gretna,la,4
3772,grosse-tete,la,1
3773,gueydan,la,1
3774,hackberry,la,1
3775,hahnville,la,1
3776,hammond,la,11
3777,harahan,la,1
3778,harvey,la,2
3779,haughton,la,3
3780,hayes,la,1
3781,haynesville,la,1
3782,heflin,la,1
3783,hessmer,la,1
3784,hineston,la,1
3785,hodge,la,1
3786,holden,la,1
3787,homer,la,1
3788,hornbeck,la,1
3789,houma,la,14
3790,independence,la,2
3791,iota,la,1
3792,iowa,la,3
3793,jackson,la,1
3794,jeanerette,la,2
3795,jena,la,1
3796,jennings,la,3
3797,jonesboro,la,1
3798,jonesville,la,1
3799,kaplan,la,2
3800,keithville,la,1
3801,kenner,la,2
3802,kentwood,la,3
3803,kilbourne,la,1
3804,killian,la,1
3805,kinder,la,2
3806,krotz-springs,la,1
3807,la-place,la,1
3808,labadieville,la,1
3809,lacombe,la,2
3810,lafayette,la,16
3811,lafitte,la,1
3812,lake-arthur,la,1
3813,lake-charles,la,18
3814,lake-providence,la,1
3815,lakeland,la,1
3816,laplace,la,1
3817,larose,la,2
3818,lecompte,la,1
3819,leesville,la,6
3820,livingston,la,3
3821,livonia,la,1
3822,lockport,la,3
3823,logansport,la,1
3824,longville,la,1
3825,loranger,la,1
3826,loreauville,la,1
3827,luling,la,2
3828,madisonville,la,1
3829,mamou,la,1
3830,mandeville,la,4
3831,mangham,la,1
3832,mansfield,la,1
3833,mansura,la,1
3834,many,la,3
3835,maringouin,la,1
3836,marion,la,1
3837,marksville,la,4
3838,marrero,la,3
3839,maurepas,la,2
3840,maurice,la,2
3841,melville,la,1
3842,mer-rouge,la,1
3843,meraux,la,1
3844,mermentau,la,1
3845,merryville,la,1
3846,metairie,la,5
3847,minden,la,1
3848,monroe,la,9
3849,montegut,la,2
3850,monterey,la,1
3851,montgomery,la,1
3852,montpelier,la,1
3853,moreauville,la,1
3854,morgan-city,la,2
3855,morganza,la,0
3856,morse,la,1
3857,moss-bluff,la,2
3858,mount-hermon,la,1
3859,napoleonville,la,2
3860,natalbany,la,1
3861,natchez,la,1
3862,natchitoches,la,3
3863,new-iberia,la,11
3864,new-orleans,la,11
3865,newellton,la,1
3866,norco,la,1
3867,oak-grove,la,1
3868,oakdale,la,1
3869,oberlin,la,1
3870,oil-city,la,1
3871,olla,la,1
3872,opelousas,la,9
3873,paradis,la,1
3874,patterson,la,1
3875,paulina,la,1
3876,pearl-river,la,2
3877,pierre-part,la,1
3878,pine-grove,la,1
3879,pineville,la,9
3880,pioneer,la,1
3881,pitkin,la,1
3882,plain-dealing,la,1
3883,plaquemine,la,1
3884,plattenville,la,1
3885,plaucheville,la,1
3886,pollock,la,2
3887,ponchatoula,la,4
3888,port-allen,la,2
3889,port-barre,la,1
3890,port-sulphur,la,1
3891,port-vincent,la,1
3892,prairieville,la,1
3893,provencal,la,1
3894,raceland,la,1
3895,ragley,la,1
3896,rayne,la,4
3897,rayville,la,2
3898,reeves,la,1
3899,reserve,la,1
3900,ringgold,la,1
3901,river-ridge,la,1
3902,robeline,la,1
3903,robert,la,1
3904,roseland,la,2
3905,rosepine,la,1
3906,ruston,la,3
3907,saint-amant,la,3
3908,saint-bernard,la,1
3909,saint-francisville,la,1
3910,saint-gabriel,la,1
3911,saint-joseph,la,1
3912,saint-martinville,la,5
3913,saint-rose,la,1
3914,saline,la,1
3915,sarepta,la,1
3916,schriever,la,1
3917,shreveport,la,9
3918,sibley,la,1
3919,sicily-island,la,1
3920,simmesport,la,1
3921,simpson,la,1
3922,singer,la,1
3923,slaughter,la,1
3924,slidell,la,9
3925,sorrento,la,1
3926,springfield,la,1
3927,springhill,la,1
3928,starks,la,1
3929,sterlington,la,1
3930,stonewall,la,1
3931,sulphur,la,6
3932,sun,la,1
3933,sunset,la,2
3934,talisheek,la,1
3935,tallulah,la,1
3936,tangipahoa,la,1
3937,thibodaux,la,7
3938,tickfaw,la,2
3939,tullos,la,1
3940,turkey-creek,la,1
3941,vacherie,la,2
3942,varnado,la,1
3943,venice,la,1
3944,ventress,la,1
3945,vidalia,la,2
3946,ville-platte,la,6
3947,vinton,la,1
3948,violet,la,1
3949,vivian,la,1
3950,wakefield,la,1
3951,walker,la,5
3952,washington,la,1
3953,welsh,la,1
3954,west-monroe,la,10
3955,westlake,la,2
3956,westwego,la,1
3957,white-castle,la,1
3958,wilson,la,1
3959,winnfield,la,2
3960,winnsboro,la,4
3961,wisner,la,1
3962,woodworth,la,1
3963,youngsville,la,4
3964,zachary,la,4
3965,zwolle,la,1
3966,auburn,me,1
3967,augusta,me,1
3968,baileyville,me,1
3969,bangor,me,2
3970,belfast,me,1
3971,belmont,me,1
3972,bingham,me,1
3973,buxton,me,1
3974,caribou,me,1
3975,carmel,me,1
3976,cherryfield,me,1
3977,clinton,me,1
3978,corinna,me,1
3979,damariscotta,me,1
3980,dexter,me,1
3981,eddington,me,1
3982,eliot,me,1
3983,fryeburg,me,1
3984,glenburn,me,1
3985,gray,me,1
3986,hampden,me,1
3987,harrington,me,1
3988,hermon,me,0
3989,kingfield,me,1
3990,lebanon,me,1
3991,lewiston,me,2
3992,limerick,me,1
3993,limestone,me,1
3994,limington,me,1
3995,lisbon,me,1
3996,litchfield,me,1
3997,livermore,me,1
3998,livermore-falls,me,1
3999,lubec,me,1
4000,lyman,me,1
4001,machias,me,1
4002,manchester,me,1
4003,milford,me,1
4004,millinocket,me,1
4005,monmouth,me,1
4006,new-sharon,me,1
4007,north-berwick,me,1
4008,north-waterboro,me,1
4009,oakland,me,1
4010,old-orchard-beach,me,1
4011,old-town,me,1
4012,parsonsfield,me,1
4013,patten,me,1
4014,pembroke,me,1
4015,poland,me,1
4016,portland,me,1
4017,searsport,me,1
4018,south-paris,me,1
4019,south-portland,me,2
4020,sullivan,me,1
4021,turner,me,1
4022,union,me,1
4023,van-buren,me,1
4024,washburn,me,1
4025,waterville,me,1
4026,wells,me,1
4027,west-enfield,me,1
4028,west-paris,me,1
4029,wilton,me,1
4030,windham,me,1
4031,windsor,me,0
4032,winterport,me,1
4033,wiscasset,me,1
4034,aberdeen,md,1
4035,accident,md,1
4036,annapolis,md,1
4037,baltimore,md,20
4038,bel-air,md,1
4039,berlin,md,2
4040,boonsboro,md,2
4041,bowie,md,1
4042,brooklyn-park,md,1
4043,brunswick,md,1
4044,bryans-road,md,1
4045,callaway,md,1
4046,cambridge,md,1
4047,capitol-heights,md,2
4048,cecilton,md,1
4049,centreville,md,1
4050,charlotte-hall,md,1
4051,chesapeake-city,md,1
4052,chestertown,md,2
4053,churchton,md,1
4054,clear-spring,md,1
4055,cockeysville,md,1
4056,colora,md,1
4057,conowingo,md,1
4058,cresaptown,md,1
4059,crisfield,md,1
4060,crofton,md,1
4061,cumberland,md,4
4062,denton,md,1
4063,district-heights,md,1
4064,dundalk,md,2
4065,east-new-market,md,1
4066,easton,md,2
4067,eden,md,1
4068,edgemere,md,1
4069,edgewood,md,1
4070,elkton,md,4
4071,emmitsburg,md,1
4072,essex,md,3
4073,federalsburg,md,1
4074,flintstone,md,1
4075,fort-washington,md,1
4076,frederick,md,4
4077,friendsville,md,1
4078,frostburg,md,1
4079,fruitland,md,1
4080,germantown,md,1
4081,glen-burnie,md,4
4082,grantsville,md,2
4083,greensboro,md,1
4084,hagerstown,md,8
4085,halethorpe,md,1
4086,hampstead,md,2
4087,hancock,md,1
4088,havre-de-grace,md,1
4089,hollywood,md,1
4090,hurlock,md,0
4091,hyattsville,md,1
4092,indian-head,md,1
4093,jarrettsville,md,1
4094,joppa,md,1
4095,lanham,md,1
4096,lavale,md,1
4097,leonardtown,md,1
4098,lexington-park,md,1
4099,lonaconing,md,1
4100,lothian,md,1
4101,marbury,md,1
4102,mardela-springs,md,1
4103,marion-station,md,1
4104,mc-henry,md,1
4105,mechanicsville,md,1
4106,middle-river,md,2
4107,millersville,md,1
4108,millington,md,1
4109,mount-rainier,md,1
4110,newburg,md,1
4111,north-east,md,3
4112,nottingham,md,1
4113,oakland,md,2
4114,oxon-hill,md,2
4115,pasadena,md,2
4116,pittsville,md,1
4117,pocomoke-city,md,1
4118,poolesville,md,1
4119,princess-anne,md,1
4120,randallstown,md,1
4121,reisterstown,md,1
4122,ridge,md,1
4123,ridgely,md,1
4124,rising-sun,md,1
4125,rock-hall,md,1
4126,rosedale,md,1
4127,saint-leonard,md,1
4128,salisbury,md,5
4129,sharptown,md,1
4130,silver-spring,md,1
4131,smithsburg,md,1
4132,snow-hill,md,1
4133,stevensville,md,1
4134,street,md,1
4135,taneytown,md,1
4136,temple-hills,md,1
4137,thurmont,md,1
4138,union-bridge,md,1
4139,upper-marlboro,md,1
4140,waldorf,md,3
4141,walkersville,md,1
4142,westernport,md,1
4143,westover,md,1
4144,willards,md,1
4145,williamsport,md,1
4146,worton,md,1
4147,adams,ma,1
4148,agawam,ma,1
4149,bernardston,ma,1
4150,boston,ma,1
4151,brockton,ma,1
4152,brookfield,ma,1
4153,cambridge,ma,1
4154,carver,ma,1
4155,chelsea,ma,1
4156,cheshire,ma,1
4157,chicopee,ma,1
4158,dorchester,ma,1
4159,dracut,ma,1
4160,dudley,ma,1
4161,east-wareham,ma,1
4162,feeding-hills,ma,1
4163,framingham,ma,1
4164,gloucester,ma,1
4165,granby,ma,1
4166,greenfield,ma,2
4167,holyoke,ma,2
4168,hyannis,ma,1
4169,lanesborough,ma,1
4170,lowell,ma,1
4171,mansfield,ma,1
4172,milford,ma,1
4173,new-bedford,ma,2
4174,north-adams,ma,1
4175,north-attleboro,ma,1
4176,north-brookfield,ma,1
4177,northbridge,ma,1
4178,palmer,ma,1
4179,pittsfield,ma,1
4180,randolph,ma,1
4181,revere,ma,1
4182,russell,ma,1
4183,seekonk,ma,2
4184,sheffield,ma,1
4185,south-dartmouth,ma,1
4186,south-hadley,ma,1
4187,springfield,ma,3
4188,ware,ma,1
4189,west-boylston,ma,1
4190,west-springfield,ma,1
4191,west-yarmouth,ma,1
4192,westfield,ma,1
4193,westminster,ma,1
4194,williamstown,ma,1
4195,wilmington,ma,1
4196,worcester,ma,1
4197,addison,mi,1
4198,adrian,mi,3
4199,alanson,mi,1
4200,alba,mi,1
4201,albion,mi,2
4202,algonac,mi,1
4203,allegan,mi,2
4204,allen-park,mi,2
4205,allendale,mi,1
4206,allouez,mi,1
4207,alma,mi,1
4208,almont,mi,1
4209,alpena,mi,2
4210,alto,mi,1
4211,ann-arbor,mi,1
4212,athens,mi,1
4213,atlanta,mi,1
4214,attica,mi,1
4215,au-gres,mi,1
4216,auburn,mi,1
4217,auburn-hills,mi,1
4218,augusta,mi,1
4219,bad-axe,mi,1
4220,baldwin,mi,2
4221,bancroft,mi,1
4222,bangor,mi,1
4223,bark-river,mi,1
4224,baroda,mi,1
4225,barryton,mi,1
4226,bath,mi,1
4227,battle-creek,mi,12
4228,bay-city,mi,5
4229,bear-lake,mi,1
4230,beaverton,mi,2
4231,belding,mi,1
4232,bellaire,mi,1
4233,belleville,mi,1
4234,bellevue,mi,1
4235,belmont,mi,1
4236,benton-harbor,mi,2
4237,bergland,mi,1
4238,berrien-springs,mi,1
4239,bessemer,mi,1
4240,big-rapids,mi,1
4241,bitely,mi,1
4242,blanchard,mi,1
4243,blissfield,mi,1
4244,bloomingdale,mi,1
4245,boyne-city,mi,1
4246,boyne-falls,mi,1
4247,breckenridge,mi,1
4248,bridgeport,mi,1
4249,bridgman,mi,1
4250,brighton,mi,1
4251,britton,mi,1
4252,brohman,mi,1
4253,bronson,mi,1
4254,brooklyn,mi,1
4255,brown-city,mi,1
4256,brownstown,mi,1
4257,bruce-crossing,mi,1
4258,buchanan,mi,1
4259,buckley,mi,1
4260,burr-oak,mi,1
4261,burt,mi,1
4262,burton,mi,2
4263,byron,mi,1
4264,cadillac,mi,2
4265,caledonia,mi,2
4266,calumet,mi,1
4267,camden,mi,1
4268,capac,mi,1
4269,carleton,mi,2
4270,caro,mi,1
4271,carson-city,mi,1
4272,caseville,mi,1
4273,caspian,mi,1
4274,cass-city,mi,1
4275,cassopolis,mi,1
4276,cedar-springs,mi,1
4277,cedarville,mi,1
4278,cement-city,mi,1
4279,central-lake,mi,1
4280,centreville,mi,1
4281,charlevoix,mi,1
4282,charlotte,mi,1
4283,chassell,mi,1
4284,cheboygan,mi,2
4285,chesaning,mi,1
4286,chesterfield,mi,1
4287,clare,mi,2
4288,clarklake,mi,1
4289,clarksville,mi,1
4290,clayton,mi,1
4291,clinton,mi,1
4292,clinton-township,mi,3
4293,clio,mi,1
4294,coldwater,mi,2
4295,coleman,mi,2
4296,coloma,mi,2
4297,colon,mi,1
4298,columbiaville,mi,1
4299,columbus,mi,1
4300,concord,mi,1
4301,constantine,mi,1
4302,cooks,mi,1
4303,copemish,mi,1
4304,corunna,mi,1
4305,covert,mi,1
4306,croswell,mi,1
4307,crystal,mi,1
4308,crystal-falls,mi,1
4309,curtis,mi,1
4310,dansville,mi,1
4311,davisburg,mi,1
4312,davison,mi,1
4313,de-tour-village,mi,1
4314,dearborn,mi,2
4315,dearborn-heights,mi,3
4316,decatur,mi,1
4317,decker,mi,1
4318,deckerville,mi,1
4319,delton,mi,1
4320,detroit,mi,22
4321,dorr,mi,1
4322,dowagiac,mi,2
4323,dryden,mi,1
4324,dundee,mi,1
4325,durand,mi,1
4326,east-china,mi,1
4327,east-jordan,mi,1
4328,eastpointe,mi,2
4329,eaton-rapids,mi,1
4330,eau-claire,mi,1
4331,edenville,mi,1
4332,edmore,mi,1
4333,edwardsburg,mi,3
4334,elkton,mi,0
4335,ellsworth,mi,1
4336,elsie,mi,1
4337,emmett,mi,1
4338,erie,mi,1
4339,evart,mi,1
4340,fair-haven,mi,1
4341,fairview,mi,1
4342,farmington-hills,mi,1
4343,farwell,mi,2
4344,fenton,mi,1
4345,ferndale,mi,1
4346,fife-lake,mi,1
4347,flat-rock,mi,1
4348,flint,mi,14
4349,flushing,mi,2
4350,fort-gratiot,mi,2
4351,fountain,mi,1
4352,fowler,mi,1
4353,fowlerville,mi,1
4354,frankenmuth,mi,1
4355,frankfort,mi,1
4356,frederic,mi,1
4357,free-soil,mi,1
4358,freeland,mi,1
4359,fremont,mi,1
4360,fruitport,mi,1
4361,galesburg,mi,1
4362,galien,mi,1
4363,gaylord,mi,3
4364,gladwin,mi,5
4365,glennie,mi,1
4366,gobles,mi,1
4367,goodells,mi,1
4368,goodrich,mi,1
4369,gowen,mi,1
4370,grand-blanc,mi,1
4371,grand-haven,mi,1
4372,grand-ledge,mi,1
4373,grand-rapids,mi,10
4374,grandville,mi,1
4375,grant,mi,1
4376,grass-lake,mi,1
4377,grawn,mi,1
4378,grayling,mi,2
4379,greenville,mi,2
4380,gwinn,mi,1
4381,hamilton,mi,1
4382,hamtramck,mi,1
4383,harbor-beach,mi,1
4384,harrison,mi,4
4385,harrisville,mi,1
4386,hart,mi,2
4387,hartford,mi,1
4388,hastings,mi,2
4389,hazel-park,mi,1
4390,hesperia,mi,1
4391,highland-park,mi,1
4392,hillman,mi,1
4393,hillsdale,mi,3
4394,holland,mi,5
4395,holly,mi,1
4396,holt,mi,1
4397,horton,mi,1
4398,houghton-lake,mi,2
4399,howard-city,mi,1
4400,howell,mi,1
4401,hubbard-lake,mi,1
4402,hudson,mi,1
4403,ida,mi,1
4404,imlay-city,mi,1
4405,indian-river,mi,1
4406,inkster,mi,1
4407,interlochen,mi,1
4408,ionia,mi,1
4409,iron-mountain,mi,1
4410,iron-river,mi,1
4411,irons,mi,1
4412,ishpeming,mi,1
4413,ithaca,mi,1
4414,jackson,mi,12
4415,jasper,mi,1
4416,johannesburg,mi,1
4417,jones,mi,1
4418,jonesville,mi,1
4419,kalamazoo,mi,8
4420,kaleva,mi,1
4421,kalkaska,mi,2
4422,kawkawlin,mi,1
4423,kent-city,mi,1
4424,kentwood,mi,2
4425,kimball,mi,2
4426,kincheloe,mi,1
4427,kingsley,mi,1
4428,kingston,mi,1
4429,lachine,mi,1
4430,laingsburg,mi,1
4431,lake,mi,1
4432,lake-city,mi,2
4433,lake-george,mi,1
4434,lake-linden,mi,1
4435,lakeview,mi,1
4436,lambertville,mi,1
4437,lanse,mi,1
4438,lansing,mi,10
4439,lapeer,mi,3
4440,lawrence,mi,1
4441,lawton,mi,1
4442,lennon,mi,1
4443,lenox,mi,1
4444,leroy,mi,1
4445,leslie,mi,1
4446,lewiston,mi,1
4447,lexington,mi,1
4448,lincoln,mi,1
4449,lincoln-park,mi,1
4450,linden,mi,2
4451,linwood,mi,1
4452,litchfield,mi,1
4453,livonia,mi,3
4454,lowell,mi,1
4455,ludington,mi,2
4456,lupton,mi,1
4457,luther,mi,1
4458,macomb,mi,1
4459,madison-heights,mi,1
4460,mancelona,mi,2
4461,manchester,mi,1
4462,manistee,mi,1
4463,manistique,mi,1
4464,manitou-beach,mi,1
4465,manton,mi,1
4466,marcellus,mi,1
4467,marine-city,mi,1
4468,marion,mi,1
4469,marlette,mi,1
4470,marshall,mi,2
4471,martin,mi,1
4472,marysville,mi,1
4473,mason,mi,1
4474,mattawan,mi,1
4475,maybee,mi,1
4476,mayville,mi,1
4477,mcbain,mi,1
4478,melvindale,mi,1
4479,memphis,mi,1
4480,mendon,mi,1
4481,menominee,mi,1
4482,merrill,mi,1
4483,mesick,mi,1
4484,metamora,mi,2
4485,michigan-center,mi,1
4486,middleton,mi,1
4487,middleville,mi,1
4488,midland,mi,6
4489,mikado,mi,1
4490,milan,mi,1
4491,millington,mi,1
4492,mio,mi,1
4493,monroe,mi,1
4494,montague,mi,1
4495,montgomery,mi,1
4496,montrose,mi,1
4497,morenci,mi,1
4498,morley,mi,1
4499,mount-clemens,mi,1
4500,mount-morris,mi,3
4501,mount-pleasant,mi,3
4502,muir,mi,1
4503,mulliken,mi,1
4504,munising,mi,1
4505,muskegon,mi,9
4506,napoleon,mi,1
4507,nashville,mi,1
4508,negaunee,mi,1
4509,new-boston,mi,1
4510,new-buffalo,mi,1
4511,new-era,mi,1
4512,new-haven,mi,1
4513,new-lothrop,mi,1
4514,newaygo,mi,2
4515,newberry,mi,1
4516,niles,mi,5
4517,north-adams,mi,1
4518,north-branch,mi,2
4519,norton-shores,mi,2
4520,norway,mi,1
4521,oak-park,mi,2
4522,olivet,mi,1
4523,omer,mi,1
4524,onaway,mi,1
4525,onondaga,mi,1
4526,onsted,mi,2
4527,ontonagon,mi,1
4528,orion-township,mi,1
4529,orleans,mi,1
4530,ortonville,mi,1
4531,oscoda,mi,1
4532,osseo,mi,1
4533,otisville,mi,1
4534,otsego,mi,1
4535,otter-lake,mi,1
4536,ovid,mi,1
4537,owosso,mi,1
4538,oxford,mi,1
4539,parchment,mi,1
4540,parma,mi,1
4541,paw-paw,mi,1
4542,peck,mi,1
4543,pellston,mi,1
4544,pentwater,mi,1
4545,perkins,mi,1
4546,perry,mi,1
4547,petoskey,mi,1
4548,pigeon,mi,1
4549,pinckney,mi,1
4550,pinconning,mi,1
4551,plainwell,mi,3
4552,pleasant-lake,mi,1
4553,pontiac,mi,2
4554,port-austin,mi,1
4555,port-huron,mi,4
4556,port-sanilac,mi,1
4557,portage,mi,1
4558,potterville,mi,1
4559,prescott,mi,1
4560,presque-isle,mi,1
4561,pullman,mi,1
4562,quincy,mi,1
4563,rapid-city,mi,1
4564,rapid-river,mi,1
4565,ravenna,mi,1
4566,reading,mi,1
4567,redford,mi,3
4568,reed-city,mi,1
4569,reese,mi,1
4570,remus,mi,1
4571,richland,mi,1
4572,rockford,mi,2
4573,rockwood,mi,1
4574,rodney,mi,1
4575,rogers-city,mi,1
4576,romulus,mi,2
4577,roscommon,mi,3
4578,rose-city,mi,1
4579,rosebush,mi,1
4580,roseville,mi,3
4581,rothbury,mi,1
4582,rudyard,mi,1
4583,saginaw,mi,11
4584,sagola,mi,1
4585,saint-charles,mi,1
4586,saint-clair,mi,2
4587,saint-clair-shores,mi,2
4588,saint-helen,mi,2
4589,saint-ignace,mi,1
4590,saint-johns,mi,1
4591,saint-joseph,mi,1
4592,saint-louis,mi,1
4593,saline,mi,1
4594,sanford,mi,1
4595,saranac,mi,1
4596,saugatuck,mi,1
4597,schoolcraft,mi,1
4598,scottville,mi,1
4599,sebewaing,mi,1
4600,shelby,mi,1
4601,shepherd,mi,2
4602,sheridan,mi,1
4603,six-lakes,mi,1
4604,somerset-center,mi,1
4605,south-boardman,mi,1
4606,south-haven,mi,2
4607,south-range,mi,1
4608,southfield,mi,2
4609,spalding,mi,1
4610,sparta,mi,1
4611,spring-arbor,mi,1
4612,spring-lake,mi,1
4613,springfield,mi,1
4614,springport,mi,1
4615,standish,mi,1
4616,stanton,mi,2
4617,stanwood,mi,1
4618,stephenson,mi,1
4619,sterling,mi,1
4620,sterling-heights,mi,3
4621,stevensville,mi,1
4622,stockbridge,mi,1
4623,sturgis,mi,3
4624,sunfield,mi,1
4625,swartz-creek,mi,2
4626,sylvan-lake,mi,1
4627,taylor,mi,2
4628,tecumseh,mi,2
4629,tekonsha,mi,1
4630,temperance,mi,2
4631,thompsonville,mi,1
4632,three-rivers,mi,3
4633,traverse-city,mi,1
4634,trenary,mi,1
4635,twin-lake,mi,1
4636,ubly,mi,1
4637,union,mi,1
4638,union-city,mi,1
4639,vandalia,mi,1
4640,vassar,mi,2
4641,vestaburg,mi,1
4642,vicksburg,mi,1
4643,wakefield,mi,1
4644,waldron,mi,1
4645,walker,mi,2
4646,walkerville,mi,1
4647,walled-lake,mi,1
4648,warren,mi,8
4649,washington,mi,1
4650,waterford,mi,2
